"year","mes","sitio_desembarco","arte_pesca","nombre_vulgar","nombre_cientifico","ingresocorrientes","income","especie","sitio","arte","capturakg","esfuerzo","cpuekgfaena","tmccm","ds","salinidad","date","ipc","rsal","rsallab","name"
2011,4,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$942,345",942345,1,1,1,1214.89001464844,655,45.2900009155273,28,2.70000004768372,7.69000005722046,615,107.248062133789,1,"6-18","Ariopsis canteri"
2011,4,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$8,156,671",8156671,2,1,1,17921.640625,655,45.2900009155273,23.2000007629395,2,7.69000005722046,615,107.248062133789,1,"6-18","Mugil incilis"
2011,4,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$180,194",180194,4,1,1,304.549987792969,655,45.2900009155273,14.8000001907349,1.10000002384186,7.69000005722046,615,107.248062133789,1,"6-18","Cathorops mapale"
2011,4,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$1,310,967",1310967,5,1,1,900.150024414062,655,45.2900009155273,20.7999992370605,3.70000004768372,7.69000005722046,615,107.248062133789,1,"6-18","Orechromis nicolitus"
2011,4,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$439,382",439382,6,1,1,221.020004272461,655,45.2900009155273,28.2000007629395,2.09999990463257,7.69000005722046,615,107.248062133789,1,"6-18","Eugerres plumieri"
2011,4,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$2,973,049",2973049,7,1,1,9077.01953125,655,45.2900009155273,NA,NA,7.69000005722046,615,107.248062133789,1,"6-18","Other"
2011,4,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$37,426",37426,8,1,1,28.6900005340576,655,45.2900009155273,31.3999996185303,4.30000019073486,7.69000005722046,615,107.248062133789,1,"6-18","Megalops atlanticus"
2011,5,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$839,378",839378,1,1,1,1180.89001464844,407,25.6599998474121,28.1000003814697,5.5,5.6100001335144,616,107.553520202637,0,"0-5","Ariopsis canteri"
2011,5,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$2,721,339",2721339,2,1,1,6304.27978515625,407,25.6599998474121,22.2999992370605,2.29999995231628,5.6100001335144,616,107.553520202637,0,"0-5","Mugil incilis"
2011,5,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$4,125",4125,3,1,1,16.8799991607666,407,25.6599998474121,34.5999984741211,6.30000019073486,5.6100001335144,616,107.553520202637,0,"0-5","Elops schmitti"
2011,5,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$21,633",21633,4,1,1,36.560001373291,407,25.6599998474121,15.6000003814697,1.10000002384186,5.6100001335144,616,107.553520202637,0,"0-5","Cathorops mapale"
2011,5,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$853,894",853894,5,1,1,768,407,25.6599998474121,21,3.20000004768372,5.6100001335144,616,107.553520202637,0,"0-5","Orechromis nicolitus"
2011,5,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$549,228",549228,6,1,1,287.25,407,25.6599998474121,23.1000003814697,1.39999997615814,5.6100001335144,616,107.553520202637,0,"0-5","Eugerres plumieri"
2011,5,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,075,809",1075809,7,1,1,1854.55004882812,407,25.6599998474121,NA,NA,5.6100001335144,616,107.553520202637,0,"0-5","Other"
2011,6,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$518,594",518594,1,1,1,845.289978027344,397,21.3999996185303,27.7999992370605,5.5,1.04999995231628,617,107.895439147949,0,"0-5","Ariopsis canteri"
2011,6,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$1,830,265",1830265,2,1,1,3994.63989257812,397,21.3999996185303,23.7999992370605,2.09999990463257,1.04999995231628,617,107.895439147949,0,"0-5","Mugil incilis"
2011,6,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$8,382",8382,3,1,1,28.1700000762939,397,21.3999996185303,30.2000007629395,3.40000009536743,1.04999995231628,617,107.895439147949,0,"0-5","Elops schmitti"
2011,6,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$1,663,425",1663425,5,1,1,1653.15002441406,397,21.3999996185303,20.6000003814697,3,1.04999995231628,617,107.895439147949,0,"0-5","Orechromis nicolitus"
2011,6,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$657,391",657391,6,1,1,503.529998779297,397,21.3999996185303,31.2000007629395,4.09999990463257,1.04999995231628,617,107.895439147949,0,"0-5","Eugerres plumieri"
2011,6,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,122,272",1122272,7,1,1,1459.93994140625,397,21.3999996185303,NA,NA,1.04999995231628,617,107.895439147949,0,"0-5","Other"
2011,6,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$29,409",29409,8,1,1,10.8599996566772,397,21.3999996185303,37,5.90000009536743,1.04999995231628,617,107.895439147949,0,"0-5","Megalops atlanticus"
2011,7,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$671,748",671748,1,1,1,702.330017089844,458,28.7000007629395,31,5.5,0.540000021457672,618,108.045372009277,0,"0-5","Ariopsis canteri"
2011,7,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$3,252,332",3252332,2,1,1,8901.6904296875,458,28.7000007629395,25.1000003814697,2.20000004768372,0.540000021457672,618,108.045372009277,0,"0-5","Mugil incilis"
2011,7,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$35,236",35236,3,1,1,98.75,458,28.7000007629395,40.2999992370605,2.09999990463257,0.540000021457672,618,108.045372009277,0,"0-5","Elops schmitti"
2011,7,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$1,141,969",1141969,5,1,1,1194.58996582031,458,28.7000007629395,21,2.70000004768372,0.540000021457672,618,108.045372009277,0,"0-5","Orechromis nicolitus"
2011,7,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$282,454",282454,6,1,1,181.380004882812,458,28.7000007629395,27.1000003814697,1.5,0.540000021457672,618,108.045372009277,0,"0-5","Eugerres plumieri"
2011,7,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,250,749",1250749,7,1,1,1975.03002929688,458,28.7000007629395,NA,NA,0.540000021457672,618,108.045372009277,0,"0-5","Other"
2011,7,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$190,369",190369,8,1,1,78.75,458,28.7000007629395,37.4000015258789,3.5,0.540000021457672,618,108.045372009277,0,"0-5","Megalops atlanticus"
2011,8,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$737,438",737438,1,1,1,859.219970703125,391,22.3700008392334,29.3999996185303,4.59999990463257,0.449999988079071,619,108.011909484863,0,"0-5","Ariopsis canteri"
2011,8,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$2,466,510",2466510,2,1,1,4696.759765625,391,22.3700008392334,23.5,2.5,0.449999988079071,619,108.011909484863,0,"0-5","Mugil incilis"
2011,8,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$1,508,855",1508855,5,1,1,1226.05004882812,391,22.3700008392334,20.8999996185303,2.29999995231628,0.449999988079071,619,108.011909484863,0,"0-5","Orechromis nicolitus"
2011,8,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$270,778",270778,6,1,1,148.029998779297,391,22.3700008392334,27.5,1.39999997615814,0.449999988079071,619,108.011909484863,0,"0-5","Eugerres plumieri"
2011,8,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$783,936",783936,7,1,1,1807.30004882812,391,22.3700008392334,NA,NA,0.449999988079071,619,108.011909484863,0,"0-5","Other"
2011,9,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$868,222",868222,1,1,1,1214.61999511719,520,28.0599994659424,28.3999996185303,6.09999990463257,0.600000023841858,620,108.345397949219,0,"0-5","Ariopsis canteri"
2011,9,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$1,964,077",1964077,2,1,1,4311.919921875,520,28.0599994659424,22.2000007629395,2.5,0.600000023841858,620,108.345397949219,0,"0-5","Mugil incilis"
2011,9,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$55,697",55697,3,1,1,101.110000610352,520,28.0599994659424,40.0999984741211,4.59999990463257,0.600000023841858,620,108.345397949219,0,"0-5","Elops schmitti"
2011,9,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$27,470",27470,4,1,1,46.4300003051758,520,28.0599994659424,19.1000003814697,0.800000011920929,0.600000023841858,620,108.345397949219,0,"0-5","Cathorops mapale"
2011,9,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$9,026,941",9026941,5,1,1,6622.830078125,520,28.0599994659424,21.2000007629395,2.40000009536743,0.600000023841858,620,108.345397949219,0,"0-5","Orechromis nicolitus"
2011,9,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$676,374",676374,6,1,1,368.329986572266,520,28.0599994659424,28.7000007629395,2.5,0.600000023841858,620,108.345397949219,0,"0-5","Eugerres plumieri"
2011,9,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,079,825",1079825,7,1,1,1909.76000976562,520,28.0599994659424,NA,NA,0.600000023841858,620,108.345397949219,0,"0-5","Other"
2011,9,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$26,101",26101,8,1,1,13.9300003051758,520,28.0599994659424,42.5,5,0.600000023841858,620,108.345397949219,0,"0-5","Megalops atlanticus"
2011,10,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$416,026",416026,1,1,1,559.440002441406,425,20.6800003051758,27.5,6.5,0.670000016689301,621,108.551002502441,0,"0-5","Ariopsis canteri"
2011,10,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$1,838,834",1838834,2,1,1,3721.97998046875,425,20.6800003051758,23.1000003814697,3,0.670000016689301,621,108.551002502441,0,"0-5","Mugil incilis"
2011,10,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$46,000",46000,4,1,1,93.3300018310547,425,20.6800003051758,18.3999996185303,1,0.670000016689301,621,108.551002502441,0,"0-5","Cathorops mapale"
2011,10,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$2,541,813",2541813,5,1,1,1675.56994628906,425,20.6800003051758,22.7000007629395,2.70000004768372,0.670000016689301,621,108.551002502441,0,"0-5","Orechromis nicolitus"
2011,10,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$254,876",254876,6,1,1,214.440002441406,425,20.6800003051758,26.2999992370605,3.09999990463257,0.670000016689301,621,108.551002502441,0,"0-5","Eugerres plumieri"
2011,10,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,382,488",1382488,7,1,1,2362.830078125,425,20.6800003051758,NA,NA,0.670000016689301,621,108.551002502441,0,"0-5","Other"
2011,10,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$358,411",358411,8,1,1,159.949996948242,425,20.6800003051758,46.7999992370605,9.10000038146973,0.670000016689301,621,108.551002502441,0,"0-5","Megalops atlanticus"
2011,11,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$268,681",268681,1,1,1,327.170013427734,260,22.5900001525879,28.7999992370605,3.70000004768372,0.449999988079071,622,108.702049255371,0,"0-5","Ariopsis canteri"
2011,11,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$1,307,735",1307735,2,1,1,3411.6298828125,260,22.5900001525879,23.6000003814697,2.90000009536743,0.449999988079071,622,108.702049255371,0,"0-5","Mugil incilis"
2011,11,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$62,617",62617,4,1,1,125.230003356934,260,22.5900001525879,17.7000007629395,0.800000011920929,0.449999988079071,622,108.702049255371,0,"0-5","Cathorops mapale"
2011,11,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$828,376",828376,5,1,1,557.190002441406,260,22.5900001525879,23.5,2.79999995231628,0.449999988079071,622,108.702049255371,0,"0-5","Orechromis nicolitus"
2011,11,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$555,324",555324,7,1,1,1452.4599609375,260,22.5900001525879,NA,NA,0.449999988079071,622,108.702049255371,0,"0-5","Other"
2011,12,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$948,759",948759,1,1,1,915.200012207031,416,22.0799999237061,29.7000007629395,7.5,0.270000010728836,623,109.157402038574,0,"0-5","Ariopsis canteri"
2011,12,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$2,017,761",2017761,2,1,1,4503.4501953125,416,22.0799999237061,27.7000007629395,3.79999995231628,0.270000010728836,623,109.157402038574,0,"0-5","Mugil incilis"
2011,12,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$21,186",21186,3,1,1,45.7599983215332,416,22.0799999237061,45.7000007629395,1.10000002384186,0.270000010728836,623,109.157402038574,0,"0-5","Elops schmitti"
2011,12,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$254,592",254592,4,1,1,509.179992675781,416,22.0799999237061,18.2999992370605,1,0.270000010728836,623,109.157402038574,0,"0-5","Cathorops mapale"
2011,12,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$1,233,350",1233350,5,1,1,809.119995117188,416,22.0799999237061,24.2000007629395,4.80000019073486,0.270000010728836,623,109.157402038574,0,"0-5","Orechromis nicolitus"
2011,12,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$127,834",127834,6,1,1,67.3899993896484,416,22.0799999237061,27.6000003814697,2.09999990463257,0.270000010728836,623,109.157402038574,0,"0-5","Eugerres plumieri"
2011,12,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$863,143",863143,7,1,1,2336.26000976562,416,22.0799999237061,NA,NA,0.270000010728836,623,109.157402038574,0,"0-5","Other"
2012,2,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$821,208",821208,1,1,1,815.969970703125,364,13.2200002670288,30.5,5.5,1.79999995231628,625,110.626602172852,0,"0-5","Ariopsis canteri"
2012,2,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$713,895",713895,2,1,1,1595.53002929688,364,13.2200002670288,22.2999992370605,2.09999990463257,1.79999995231628,625,110.626602172852,0,"0-5","Mugil incilis"
2012,2,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$56,883",56883,3,1,1,187.059997558594,364,13.2200002670288,NA,NA,1.79999995231628,625,110.626602172852,0,"0-5","Elops schmitti"
2012,2,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$1,177,601",1177601,5,1,1,920.109985351562,364,13.2200002670288,27,3.90000009536743,1.79999995231628,625,110.626602172852,0,"0-5","Orechromis nicolitus"
2012,2,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$209,342",209342,6,1,1,235.080001831055,364,13.2200002670288,NA,NA,1.79999995231628,625,110.626602172852,0,"0-5","Eugerres plumieri"
2012,2,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$462,186",462186,7,1,1,999.989990234375,364,13.2200002670288,NA,NA,1.79999995231628,625,110.626602172852,0,"0-5","Other"
2012,2,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$135,311",135311,8,1,1,56.9300003051758,364,13.2200002670288,35.0999984741211,1.10000002384186,1.79999995231628,625,110.626602172852,0,"0-5","Megalops atlanticus"
2012,3,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$711,050",711050,1,1,1,799.609985351562,464,22.9599990844727,28,6.80000019073486,3.58999991416931,626,110.761642456055,0,"0-5","Ariopsis canteri"
2012,3,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$1,992,570",1992570,2,1,1,5344.39013671875,464,22.9599990844727,22.6000003814697,2.29999995231628,3.58999991416931,626,110.761642456055,0,"0-5","Mugil incilis"
2012,3,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$131,948",131948,3,1,1,182.910003662109,464,22.9599990844727,37.4000015258789,5.69999980926514,3.58999991416931,626,110.761642456055,0,"0-5","Elops schmitti"
2012,3,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$71,100",71100,4,1,1,142.199996948242,464,22.9599990844727,18.8999996185303,0.699999988079071,3.58999991416931,626,110.761642456055,0,"0-5","Cathorops mapale"
2012,3,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$1,543,126",1543126,5,1,1,964.159973144531,464,22.9599990844727,25.2000007629395,5,3.58999991416931,626,110.761642456055,0,"0-5","Orechromis nicolitus"
2012,3,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$517,973",517973,6,1,1,387.829986572266,464,22.9599990844727,24.3999996185303,2.29999995231628,3.58999991416931,626,110.761642456055,0,"0-5","Eugerres plumieri"
2012,3,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,221,597",1221597,7,1,1,2806.9599609375,464,22.9599990844727,NA,NA,3.58999991416931,626,110.761642456055,0,"0-5","Other"
2012,3,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$16,305",16305,8,1,1,11.8500003814697,464,22.9599990844727,37.7000007629395,2.09999990463257,3.58999991416931,626,110.761642456055,0,"0-5","Megalops atlanticus"
2012,4,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$784,735",784735,1,1,1,930.22998046875,473,16.0699996948242,30.7999992370605,7.30000019073486,6.65000009536743,627,110.921539306641,1,"6-18","Ariopsis canteri"
2012,4,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$910,329",910329,2,1,1,2225.85009765625,473,16.0699996948242,21.3999996185303,2.09999990463257,6.65000009536743,627,110.921539306641,1,"6-18","Mugil incilis"
2012,4,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$145,250",145250,4,1,1,290.5,473,16.0699996948242,18,1,6.65000009536743,627,110.921539306641,1,"6-18","Cathorops mapale"
2012,4,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$1,187,807",1187807,5,1,1,879.380004882812,473,16.0699996948242,25.1000003814697,4.59999990463257,6.65000009536743,627,110.921539306641,1,"6-18","Orechromis nicolitus"
2012,4,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$348,088",348088,6,1,1,310.25,473,16.0699996948242,27.7000007629395,1.39999997615814,6.65000009536743,627,110.921539306641,1,"6-18","Eugerres plumieri"
2012,4,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,310,583",1310583,7,1,1,2954.6298828125,473,16.0699996948242,NA,NA,6.65000009536743,627,110.921539306641,1,"6-18","Other"
2012,5,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$437,045",437045,1,1,1,584.739990234375,390,21.4400005340576,32.5,5.19999980926514,3.83999991416931,628,111.254356384277,0,"0-5","Ariopsis canteri"
2012,5,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$1,076,824",1076824,2,1,1,2978.5,390,21.4400005340576,23.7000007629395,2.59999990463257,3.83999991416931,628,111.254356384277,0,"0-5","Mugil incilis"
2012,5,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$159,550",159550,3,1,1,264.100006103516,390,21.4400005340576,37,1.79999995231628,3.83999991416931,628,111.254356384277,0,"0-5","Elops schmitti"
2012,5,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$374,075",374075,4,1,1,748.150024414062,390,21.4400005340576,19.1000003814697,1.20000004768372,3.83999991416931,628,111.254356384277,0,"0-5","Cathorops mapale"
2012,5,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$970,551",970551,5,1,1,764.080017089844,390,21.4400005340576,25.1000003814697,5,3.83999991416931,628,111.254356384277,0,"0-5","Orechromis nicolitus"
2012,5,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$553,264",553264,6,1,1,450.130004882812,390,21.4400005340576,27.1000003814697,2.70000004768372,3.83999991416931,628,111.254356384277,0,"0-5","Eugerres plumieri"
2012,5,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,606,801",1606801,7,1,1,2554.17993164062,390,21.4400005340576,NA,NA,3.83999991416931,628,111.254356384277,0,"0-5","Other"
2012,5,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$38,347",38347,8,1,1,17.1000003814697,390,21.4400005340576,41.0999984741211,5.80000019073486,3.83999991416931,628,111.254356384277,0,"0-5","Megalops atlanticus"
2012,6,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$730,895",730895,1,1,1,751.559997558594,390,24.7000007629395,32.4000015258789,6,3.50999999046326,629,111.346458435059,0,"0-5","Ariopsis canteri"
2012,6,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$1,997,734",1997734,2,1,1,3995.46997070312,390,24.7000007629395,23.7999992370605,2,3.50999999046326,629,111.346458435059,0,"0-5","Mugil incilis"
2012,6,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$129,594",129594,4,1,1,259.190002441406,390,24.7000007629395,20.1000003814697,1.5,3.50999999046326,629,111.346458435059,0,"0-5","Cathorops mapale"
2012,6,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$1,010,628",1010628,5,1,1,842.969970703125,390,24.7000007629395,24.3999996185303,3.5,3.50999999046326,629,111.346458435059,0,"0-5","Orechromis nicolitus"
2012,6,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$369,641",369641,6,1,1,207.190002441406,390,24.7000007629395,27.7999992370605,1.5,3.50999999046326,629,111.346458435059,0,"0-5","Eugerres plumieri"
2012,6,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$2,266,608",2266608,7,1,1,3578.48999023438,390,24.7000007629395,NA,NA,3.50999999046326,629,111.346458435059,0,"0-5","Other"
2012,7,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$604,143",604143,1,1,1,703.219970703125,390,29.9699993133545,30.6000003814697,5.69999980926514,2.78999996185303,630,111.322410583496,0,"0-5","Ariopsis canteri"
2012,7,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$2,492,027",2492027,2,1,1,4429.75,390,29.9699993133545,27.6000003814697,2.29999995231628,2.78999996185303,630,111.322410583496,0,"0-5","Mugil incilis"
2012,7,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$139,019",139019,4,1,1,278.040008544922,390,29.9699993133545,19.8999996185303,1.70000004768372,2.78999996185303,630,111.322410583496,0,"0-5","Cathorops mapale"
2012,7,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$3,379,083",3379083,5,1,1,2794.51000976562,390,29.9699993133545,24.1000003814697,4.5,2.78999996185303,630,111.322410583496,0,"0-5","Orechromis nicolitus"
2012,7,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$508,875",508875,6,1,1,301.440002441406,390,29.9699993133545,28.1000003814697,2.20000004768372,2.78999996185303,630,111.322410583496,0,"0-5","Eugerres plumieri"
2012,7,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,903,224",1903224,7,1,1,3152.01000976562,390,29.9699993133545,NA,NA,2.78999996185303,630,111.322410583496,0,"0-5","Other"
2012,7,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$54,570",54570,8,1,1,27.6299991607666,390,29.9699993133545,45.5,1.39999997615814,2.78999996185303,630,111.322410583496,0,"0-5","Megalops atlanticus"
2012,8,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$501,446",501446,1,1,1,631.460021972656,529,31.3500003814697,31.3999996185303,7.40000009536743,5.05999994277954,631,111.368072509766,0,"0-5","Ariopsis canteri"
2012,8,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$1,673,797",1673797,2,1,1,4319.72021484375,529,31.3500003814697,24.5,3,5.05999994277954,631,111.368072509766,0,"0-5","Mugil incilis"
2012,8,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$227,995",227995,4,1,1,455.989990234375,529,31.3500003814697,20.7999992370605,1.60000002384186,5.05999994277954,631,111.368072509766,0,"0-5","Cathorops mapale"
2012,8,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$11,174,621",11174621,5,1,1,7892.419921875,529,31.3500003814697,22.7999992370605,3.5,5.05999994277954,631,111.368072509766,0,"0-5","Orechromis nicolitus"
2012,8,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$402,734",402734,6,1,1,312.980010986328,529,31.3500003814697,25.3999996185303,3.70000004768372,5.05999994277954,631,111.368072509766,0,"0-5","Eugerres plumieri"
2012,8,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$2,298,627",2298627,7,1,1,2972.8798828125,529,31.3500003814697,NA,NA,5.05999994277954,631,111.368072509766,0,"0-5","Other"
2012,9,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$82,800",82800,1,1,1,106.199996948242,450,38.9900016784668,32,5.59999990463257,4.15999984741211,632,111.686943054199,0,"0-5","Ariopsis canteri"
2012,9,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$1,657,466",1657466,2,1,1,3854.25,450,38.9900016784668,25.6000003814697,2.90000009536743,4.15999984741211,632,111.686943054199,0,"0-5","Mugil incilis"
2012,9,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$47,224",47224,3,1,1,93.75,450,38.9900016784668,40,4.69999980926514,4.15999984741211,632,111.686943054199,0,"0-5","Elops schmitti"
2012,9,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$256,125",256125,4,1,1,512.25,450,38.9900016784668,20.1000003814697,1.29999995231628,4.15999984741211,632,111.686943054199,0,"0-5","Cathorops mapale"
2012,9,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$14,244,094",14244094,5,1,1,9725.25,450,38.9900016784668,22.6000003814697,4.19999980926514,4.15999984741211,632,111.686943054199,0,"0-5","Orechromis nicolitus"
2012,9,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$152,859",152859,6,1,1,159.380004882812,450,38.9900016784668,27.2999992370605,4.59999990463257,4.15999984741211,632,111.686943054199,0,"0-5","Eugerres plumieri"
2012,9,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,946,293",1946293,7,1,1,3063.75,450,38.9900016784668,NA,NA,4.15999984741211,632,111.686943054199,0,"0-5","Other"
2012,9,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$83,783",83783,8,1,1,29.25,450,38.9900016784668,34.9000015258789,1.10000002384186,4.15999984741211,632,111.686943054199,0,"0-5","Megalops atlanticus"
