"year","mes","sitio_desembarco","arte_pesca","nombre_vulgar","nombre_cientifico","ingresocorrientes","income","especie","sitio","arte","capturakg","esfuerzo","cpuekgfaena","tmccm","ds","salinidad","date","ipc","rsal","rsallab","name"
2004,7,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$4,952,056",4952056,8,1,1,14432.669921875,2673,45.7000007629395,42.0999984741211,10.6000003814697,22.0200004577637,534,79.4967498779297,2,"19-30","Megalops atlanticus"
2004,8,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$2,438,501",2438501,1,1,1,3590.42993164062,2738,44.5999984741211,28.6000003814697,6.09999990463257,20.6100006103516,535,79.5207366943359,2,"19-30","Ariopsis canteri"
2004,8,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$7,173,639",7173639,2,1,1,19414.94921875,2738,44.5999984741211,29.7999992370605,6.30000019073486,20.6100006103516,535,79.5207366943359,2,"19-30","Mugil incilis"
2004,8,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$348,929",348929,3,1,1,1546.03002929688,2738,44.5999984741211,38.7000007629395,6.90000009536743,20.6100006103516,535,79.5207366943359,2,"19-30","Elops schmitti"
2004,8,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$10,253,918",10253918,4,1,1,60624.140625,2738,44.5999984741211,21,2,20.6100006103516,535,79.5207366943359,2,"19-30","Cathorops mapale"
2004,8,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$75,041",75041,5,1,1,222.020004272461,2738,44.5999984741211,25.2999992370605,3.79999995231628,20.6100006103516,535,79.5207366943359,2,"19-30","Orechromis nicolitus"
2004,8,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$453,506",453506,6,1,1,527.52001953125,2738,44.5999984741211,NA,NA,20.6100006103516,535,79.5207366943359,2,"19-30","Eugerres plumieri"
2004,8,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,983,378",1983378,7,1,1,12352.9599609375,2738,44.5999984741211,NA,NA,20.6100006103516,535,79.5207366943359,2,"19-30","Other"
2004,8,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$10,961,065",10961065,8,1,1,23842.140625,2738,44.5999984741211,42.5,9.5,20.6100006103516,535,79.5207366943359,2,"19-30","Megalops atlanticus"
2004,9,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$1,138,698",1138698,1,1,1,1702.09997558594,2792,43.0499992370605,27.7000007629395,6.69999980926514,18.8899993896484,536,79.7563018798828,1,"6-18","Ariopsis canteri"
2004,9,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$11,375,089",11375089,2,1,1,26024.099609375,2792,43.0499992370605,30,5.40000009536743,18.8899993896484,536,79.7563018798828,1,"6-18","Mugil incilis"
2004,9,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$893,111",893111,3,1,1,3572.44995117188,2792,43.0499992370605,36.2999992370605,4.40000009536743,18.8899993896484,536,79.7563018798828,1,"6-18","Elops schmitti"
2004,9,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$7,064,320",7064320,4,1,1,41788.94140625,2792,43.0499992370605,20.8999996185303,2.5,18.8899993896484,536,79.7563018798828,1,"6-18","Cathorops mapale"
2004,9,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$170,532",170532,5,1,1,341.059997558594,2792,43.0499992370605,31.2000007629395,3.09999990463257,18.8899993896484,536,79.7563018798828,1,"6-18","Orechromis nicolitus"
2004,9,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$587,681",587681,6,1,1,509.320007324219,2792,43.0499992370605,21.7000007629395,5.40000009536743,18.8899993896484,536,79.7563018798828,1,"6-18","Eugerres plumieri"
2004,9,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$10,845,390",10845390,7,1,1,11220.3603515625,2792,43.0499992370605,NA,NA,18.8899993896484,536,79.7563018798828,1,"6-18","Other"
2004,9,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$7,507,706",7507706,8,1,1,35043.421875,2792,43.0499992370605,45.2000007629395,13.1000003814697,18.8899993896484,536,79.7563018798828,1,"6-18","Megalops atlanticus"
2004,10,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$1,113,401",1113401,1,1,1,1848.25,2426,57.1500015258789,30.8999996185303,6.59999990463257,15.6999998092651,537,79.7483673095703,1,"6-18","Ariopsis canteri"
2004,10,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$16,913,249",16913249,2,1,1,43572.87109375,2426,57.1500015258789,26.8999996185303,5.40000009536743,15.6999998092651,537,79.7483673095703,1,"6-18","Mugil incilis"
2004,10,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$354,295",354295,3,1,1,2241.55004882812,2426,57.1500015258789,38.9000015258789,6.90000009536743,15.6999998092651,537,79.7483673095703,1,"6-18","Elops schmitti"
2004,10,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$18,400,106",18400106,4,1,1,70543.5390625,2426,57.1500015258789,21.5,2.40000009536743,15.6999998092651,537,79.7483673095703,1,"6-18","Cathorops mapale"
2004,10,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$159,462",159462,5,1,1,303.970001220703,2426,57.1500015258789,31.6000003814697,8.60000038146973,15.6999998092651,537,79.7483673095703,1,"6-18","Orechromis nicolitus"
2004,10,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$654,809",654809,6,1,1,635.169982910156,2426,57.1500015258789,26.8999996185303,3.79999995231628,15.6999998092651,537,79.7483673095703,1,"6-18","Eugerres plumieri"
2004,10,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$7,562,951",7562951,7,1,1,10028.8203125,2426,57.1500015258789,NA,NA,15.6999998092651,537,79.7483673095703,1,"6-18","Other"
2004,10,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$2,483,863",2483863,8,1,1,9469.1796875,2426,57.1500015258789,46.4000015258789,14.1999998092651,15.6999998092651,537,79.7483673095703,1,"6-18","Megalops atlanticus"
2004,11,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$1,124,146",1124146,1,1,1,2427.11010742188,2683,56.6100006103516,30.2999992370605,6.5,10.710000038147,538,79.9698715209961,1,"6-18","Ariopsis canteri"
2004,11,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$20,744,172",20744172,2,1,1,49030.828125,2683,56.6100006103516,29.8999996185303,5.59999990463257,10.710000038147,538,79.9698715209961,1,"6-18","Mugil incilis"
2004,11,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$2,505,198",2505198,3,1,1,3133.69995117188,2683,56.6100006103516,33.2000007629395,5.09999990463257,10.710000038147,538,79.9698715209961,1,"6-18","Elops schmitti"
2004,11,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$15,257,070",15257070,4,1,1,72909.890625,2683,56.6100006103516,21,2.5,10.710000038147,538,79.9698715209961,1,"6-18","Cathorops mapale"
2004,11,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$160,726",160726,5,1,1,305.049987792969,2683,56.6100006103516,29.2000007629395,2.09999990463257,10.710000038147,538,79.9698715209961,1,"6-18","Orechromis nicolitus"
2004,11,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$894,526",894526,6,1,1,944.150024414062,2683,56.6100006103516,25.7000007629395,3.5,10.710000038147,538,79.9698715209961,1,"6-18","Eugerres plumieri"
2004,11,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$6,409,359",6409359,7,1,1,10716.7900390625,2683,56.6100006103516,NA,NA,10.710000038147,538,79.9698715209961,1,"6-18","Other"
2004,11,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$7,000,888",7000888,8,1,1,12384.849609375,2683,56.6100006103516,40.0999984741211,10.8000001907349,10.710000038147,538,79.9698715209961,1,"6-18","Megalops atlanticus"
2004,12,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$1,336,397",1336397,1,1,1,2734.3701171875,2976,50.2700004577637,30.2999992370605,6.5,8.0600004196167,539,80.2088470458984,1,"6-18","Ariopsis canteri"
2004,12,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$15,079,453",15079453,2,1,1,35256.46875,2976,50.2700004577637,31.2999992370605,5.40000009536743,8.0600004196167,539,80.2088470458984,1,"6-18","Mugil incilis"
2004,12,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$516,465",516465,3,1,1,3074.3798828125,2976,50.2700004577637,35.7999992370605,3.09999990463257,8.0600004196167,539,80.2088470458984,1,"6-18","Elops schmitti"
2004,12,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$15,780,802",15780802,4,1,1,84442.7265625,2976,50.2700004577637,20.5,2.59999990463257,8.0600004196167,539,80.2088470458984,1,"6-18","Cathorops mapale"
2004,12,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$528,431",528431,5,1,1,1060.22998046875,2976,50.2700004577637,32.2999992370605,3.20000004768372,8.0600004196167,539,80.2088470458984,1,"6-18","Orechromis nicolitus"
2004,12,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$746,674",746674,6,1,1,751.859985351562,2976,50.2700004577637,32.5999984741211,3.29999995231628,8.0600004196167,539,80.2088470458984,1,"6-18","Eugerres plumieri"
2004,12,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$7,622,029",7622029,7,1,1,11357.3701171875,2976,50.2700004577637,NA,NA,8.0600004196167,539,80.2088470458984,1,"6-18","Other"
2004,12,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$5,549,305",5549305,8,1,1,10914.5302734375,2976,50.2700004577637,44.7000007629395,14.8999996185303,8.0600004196167,539,80.2088470458984,1,"6-18","Megalops atlanticus"
2005,2,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$434,625",434625,1,1,1,897.109985351562,1078,50.0200004577637,30.8999996185303,6.30000019073486,12.539999961853,541,81.695068359375,1,"6-18","Ariopsis canteri"
2005,2,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$6,060,243",6060243,2,1,1,17463.5390625,1078,50.0200004577637,26.6000003814697,5.90000009536743,12.539999961853,541,81.695068359375,1,"6-18","Mugil incilis"
2005,2,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$157,635",157635,3,1,1,1119.66003417969,1078,50.0200004577637,31.3999996185303,4.90000009536743,12.539999961853,541,81.695068359375,1,"6-18","Elops schmitti"
2005,2,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$4,004,240",4004240,4,1,1,25258.279296875,1078,50.0200004577637,20.1000003814697,1.89999997615814,12.539999961853,541,81.695068359375,1,"6-18","Cathorops mapale"
2005,2,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$1,885,544",1885544,5,1,1,3997.669921875,1078,50.0200004577637,25.3999996185303,6.59999990463257,12.539999961853,541,81.695068359375,1,"6-18","Orechromis nicolitus"
2005,2,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$184,073",184073,6,1,1,208.919998168945,1078,50.0200004577637,31.6000003814697,2.70000004768372,12.539999961853,541,81.695068359375,1,"6-18","Eugerres plumieri"
2005,2,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,030,674",1030674,7,1,1,2309.830078125,1078,50.0200004577637,NA,NA,12.539999961853,541,81.695068359375,1,"6-18","Other"
2005,2,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$1,144,908",1144908,8,1,1,2668.39990234375,1078,50.0200004577637,41,9.60000038146973,12.539999961853,541,81.695068359375,1,"6-18","Megalops atlanticus"
2005,3,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$648,950",648950,1,1,1,1286.01000976562,2534,63.4099998474121,30.7000007629395,6.59999990463257,20.4799995422363,542,82.3269882202148,2,"19-30","Ariopsis canteri"
2005,3,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$48,516,790",48516790,2,1,1,110597.3203125,2534,63.4099998474121,28,6.19999980926514,20.4799995422363,542,82.3269882202148,2,"19-30","Mugil incilis"
2005,3,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$370,381",370381,3,1,1,2783.64990234375,2534,63.4099998474121,35.7000007629395,4.90000009536743,20.4799995422363,542,82.3269882202148,2,"19-30","Elops schmitti"
2005,3,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$4,644,922",4644922,4,1,1,29447.060546875,2534,63.4099998474121,20.5,2.29999995231628,20.4799995422363,542,82.3269882202148,2,"19-30","Cathorops mapale"
2005,3,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$1,611,785",1611785,5,1,1,3108.71997070312,2534,63.4099998474121,26.3999996185303,5.30000019073486,20.4799995422363,542,82.3269882202148,2,"19-30","Orechromis nicolitus"
2005,3,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$139,243",139243,6,1,1,233.460006713867,2534,63.4099998474121,32.5,2.29999995231628,20.4799995422363,542,82.3269882202148,2,"19-30","Eugerres plumieri"
2005,3,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$2,544,021",2544021,7,1,1,5758.5498046875,2534,63.4099998474121,NA,NA,20.4799995422363,542,82.3269882202148,2,"19-30","Other"
2005,3,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$3,046,831",3046831,8,1,1,7478,2534,63.4099998474121,43.0999984741211,10.1999998092651,20.4799995422363,542,82.3269882202148,2,"19-30","Megalops atlanticus"
2005,4,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$1,146,350",1146350,1,1,1,2255.97998046875,2383,65.6800003051758,29.8999996185303,5.5,24.0400009155273,543,82.6881484985352,2,"19-30","Ariopsis canteri"
2005,4,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$26,623,857",26623857,2,1,1,65179.6796875,2383,65.6800003051758,28,5.90000009536743,24.0400009155273,543,82.6881484985352,2,"19-30","Mugil incilis"
2005,4,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$769,482",769482,3,1,1,3241.669921875,2383,65.6800003051758,37,4.90000009536743,24.0400009155273,543,82.6881484985352,2,"19-30","Elops schmitti"
2005,4,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$7,852,678",7852678,4,1,1,52520.109375,2383,65.6800003051758,21.3999996185303,2.29999995231628,24.0400009155273,543,82.6881484985352,2,"19-30","Cathorops mapale"
2005,4,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$1,939,749",1939749,5,1,1,4212.02978515625,2383,65.6800003051758,24.5,5,24.0400009155273,543,82.6881484985352,2,"19-30","Orechromis nicolitus"
2005,4,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$199,770",199770,6,1,1,221.139999389648,2383,65.6800003051758,28.6000003814697,5.19999980926514,24.0400009155273,543,82.6881484985352,2,"19-30","Eugerres plumieri"
2005,4,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$4,395,366",4395366,7,1,1,7285.7001953125,2383,65.6800003051758,NA,NA,24.0400009155273,543,82.6881484985352,2,"19-30","Other"
2005,4,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$8,867,086",8867086,8,1,1,21562.08984375,2383,65.6800003051758,40.5,9.19999980926514,24.0400009155273,543,82.6881484985352,2,"19-30","Megalops atlanticus"
2005,5,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$844,016",844016,1,1,1,1293.67004394531,2453,45.4900016784668,31.1000003814697,7.40000009536743,22.0300006866455,544,83.0253982543945,2,"19-30","Ariopsis canteri"
2005,5,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$23,637,561",23637561,2,1,1,54270.62890625,2453,45.4900016784668,23.5,4.69999980926514,22.0300006866455,544,83.0253982543945,2,"19-30","Mugil incilis"
2005,5,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$340,232",340232,3,1,1,1521.17004394531,2453,45.4900016784668,36,6.40000009536743,22.0300006866455,544,83.0253982543945,2,"19-30","Elops schmitti"
2005,5,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$5,786,252",5786252,4,1,1,36204.48046875,2453,45.4900016784668,20.2999992370605,2.09999990463257,22.0300006866455,544,83.0253982543945,2,"19-30","Cathorops mapale"
2005,5,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$647,496",647496,5,1,1,1391.21997070312,2453,45.4900016784668,24.3999996185303,4.5,22.0300006866455,544,83.0253982543945,2,"19-30","Orechromis nicolitus"
2005,5,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$136,948",136948,6,1,1,157.110000610352,2453,45.4900016784668,31.1000003814697,5.19999980926514,22.0300006866455,544,83.0253982543945,2,"19-30","Eugerres plumieri"
2005,5,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$2,367,518",2367518,7,1,1,4570.990234375,2453,45.4900016784668,NA,NA,22.0300006866455,544,83.0253982543945,2,"19-30","Other"
2005,5,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$9,245,511",9245511,8,1,1,12149.66015625,2453,45.4900016784668,42.0999984741211,11.1000003814697,22.0300006866455,544,83.0253982543945,2,"19-30","Megalops atlanticus"
2005,6,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$589,747",589747,1,1,1,1234.0400390625,2428,49.2099990844727,30.7000007629395,7.5,18.5200004577637,545,83.3583068847656,1,"6-18","Ariopsis canteri"
2005,6,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$14,252,646",14252646,2,1,1,49229.859375,2428,49.2099990844727,26.5,6.80000019073486,18.5200004577637,545,83.3583068847656,1,"6-18","Mugil incilis"
2005,6,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$192,423",192423,3,1,1,1091.47998046875,2428,49.2099990844727,27.5,2.29999995231628,18.5200004577637,545,83.3583068847656,1,"6-18","Elops schmitti"
2005,6,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$9,878,863",9878863,4,1,1,51615.0703125,2428,49.2099990844727,21.2999992370605,2,18.5200004577637,545,83.3583068847656,1,"6-18","Cathorops mapale"
2005,6,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$718,581",718581,5,1,1,1535.72998046875,2428,49.2099990844727,23.8999996185303,4.40000009536743,18.5200004577637,545,83.3583068847656,1,"6-18","Orechromis nicolitus"
2005,6,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$426,163",426163,6,1,1,544.419982910156,2428,49.2099990844727,32.7000007629395,3.29999995231628,18.5200004577637,545,83.3583068847656,1,"6-18","Eugerres plumieri"
2005,6,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$3,238,533",3238533,7,1,1,7032.27978515625,2428,49.2099990844727,NA,NA,18.5200004577637,545,83.3583068847656,1,"6-18","Other"
2005,6,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$8,110,503",8110503,8,1,1,7195.009765625,2428,49.2099990844727,43.9000015258789,11.8999996185303,18.5200004577637,545,83.3583068847656,1,"6-18","Megalops atlanticus"
2005,7,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$1,144,853",1144853,1,1,1,2079.34008789062,2511,53.3600006103516,29.7000007629395,7.19999980926514,19.9099998474121,546,83.3988800048828,2,"19-30","Ariopsis canteri"
2005,7,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$16,622,899",16622899,2,1,1,49506.46875,2511,53.3600006103516,25.7000007629395,6.19999980926514,19.9099998474121,546,83.3988800048828,2,"19-30","Mugil incilis"
2005,7,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$421,345",421345,3,1,1,2529.43994140625,2511,53.3600006103516,38.7999992370605,7.40000009536743,19.9099998474121,546,83.3988800048828,2,"19-30","Elops schmitti"
2005,7,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$10,110,690",10110690,4,1,1,64097.9609375,2511,53.3600006103516,21.6000003814697,2.40000009536743,19.9099998474121,546,83.3988800048828,2,"19-30","Cathorops mapale"
2005,7,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$505,444",505444,5,1,1,963.25,2511,53.3600006103516,29.8999996185303,4,19.9099998474121,546,83.3988800048828,2,"19-30","Orechromis nicolitus"
2005,7,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$1,690,980",1690980,6,1,1,1696.02001953125,2511,53.3600006103516,34.2000007629395,2.20000004768372,19.9099998474121,546,83.3988800048828,2,"19-30","Eugerres plumieri"
2005,7,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$4,047,023",4047023,7,1,1,9327.3603515625,2511,53.3600006103516,NA,NA,19.9099998474121,546,83.3988800048828,2,"19-30","Other"
2005,7,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$4,061,276",4061276,8,1,1,3785.8798828125,2511,53.3600006103516,48.7000007629395,10.1000003814697,19.9099998474121,546,83.3988800048828,2,"19-30","Megalops atlanticus"
2005,8,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$686,471",686471,1,1,1,1470.13000488281,2388,48.3899993896484,31.7000007629395,7.59999990463257,15.4099998474121,547,83.4001617431641,1,"6-18","Ariopsis canteri"
2005,8,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$13,994,175",13994175,2,1,1,40580.828125,2388,48.3899993896484,26.2000007629395,6,15.4099998474121,547,83.4001617431641,1,"6-18","Mugil incilis"
2005,8,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$341,097",341097,3,1,1,2018.66003417969,2388,48.3899993896484,37.9000015258789,5.69999980926514,15.4099998474121,547,83.4001617431641,1,"6-18","Elops schmitti"
2005,8,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$7,939,378",7939378,4,1,1,51778.55078125,2388,48.3899993896484,21.5,2.70000004768372,15.4099998474121,547,83.4001617431641,1,"6-18","Cathorops mapale"
2005,8,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$265,941",265941,5,1,1,411.049987792969,2388,48.3899993896484,25.3999996185303,4.80000019073486,15.4099998474121,547,83.4001617431641,1,"6-18","Orechromis nicolitus"
2005,8,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$644,954",644954,6,1,1,537.489990234375,2388,48.3899993896484,32.5,4,15.4099998474121,547,83.4001617431641,1,"6-18","Eugerres plumieri"
2005,8,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$2,743,140",2743140,7,1,1,7782.64990234375,2388,48.3899993896484,NA,NA,15.4099998474121,547,83.4001617431641,1,"6-18","Other"
2005,8,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$7,724,200",7724200,8,1,1,10976.7099609375,2388,48.3899993896484,46.4000015258789,10.1999998092651,15.4099998474121,547,83.4001617431641,1,"6-18","Megalops atlanticus"
2005,9,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$735,603",735603,1,1,1,1329.16003417969,2358,53.2700004577637,33.0999984741211,6.80000019073486,12.75,548,83.7569580078125,1,"6-18","Ariopsis canteri"
2005,9,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$13,186,568",13186568,2,1,1,53543.71875,2358,53.2700004577637,25.3999996185303,4.80000019073486,12.75,548,83.7569580078125,1,"6-18","Mugil incilis"
2005,9,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$195,204",195204,3,1,1,1018.96002197266,2358,53.2700004577637,33,8.30000019073486,12.75,548,83.7569580078125,1,"6-18","Elops schmitti"
2005,9,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$8,524,576",8524576,4,1,1,55595.05859375,2358,53.2700004577637,21.1000003814697,2.40000009536743,12.75,548,83.7569580078125,1,"6-18","Cathorops mapale"
2005,9,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$312,746",312746,5,1,1,677.940002441406,2358,53.2700004577637,24.8999996185303,4.69999980926514,12.75,548,83.7569580078125,1,"6-18","Orechromis nicolitus"
2005,9,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$262,174",262174,6,1,1,265.959991455078,2358,53.2700004577637,29.2000007629395,4.80000019073486,12.75,548,83.7569580078125,1,"6-18","Eugerres plumieri"
2005,9,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$2,690,838",2690838,7,1,1,7238.58984375,2358,53.2700004577637,NA,NA,12.75,548,83.7569580078125,1,"6-18","Other"
2005,9,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$4,185,580",4185580,8,1,1,5924.3701171875,2358,53.2700004577637,45.9000015258789,8.60000038146973,12.75,548,83.7569580078125,1,"6-18","Megalops atlanticus"
2005,10,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$712,338",712338,1,1,1,1674.16003417969,2514,54.2799987792969,28.6000003814697,4.80000019073486,10.4099998474121,549,83.9496688842773,1,"6-18","Ariopsis canteri"
2005,10,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$15,909,996",15909996,2,1,1,54623.87109375,2514,54.2799987792969,26.3999996185303,4.5,10.4099998474121,549,83.9496688842773,1,"6-18","Mugil incilis"
2005,10,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$141,988",141988,3,1,1,659.52001953125,2514,54.2799987792969,41,3.70000004768372,10.4099998474121,549,83.9496688842773,1,"6-18","Elops schmitti"
2005,10,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$7,596,064",7596064,4,1,1,45229.01171875,2514,54.2799987792969,20,2.70000004768372,10.4099998474121,549,83.9496688842773,1,"6-18","Cathorops mapale"
2005,10,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$2,780,108",2780108,5,1,1,7645.22998046875,2514,54.2799987792969,23.2000007629395,4.90000009536743,10.4099998474121,549,83.9496688842773,1,"6-18","Orechromis nicolitus"
2005,10,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$375,039",375039,6,1,1,252.960006713867,2514,54.2799987792969,26.7999992370605,1.10000002384186,10.4099998474121,549,83.9496688842773,1,"6-18","Eugerres plumieri"
2005,10,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$3,988,388",3988388,7,1,1,12979.9697265625,2514,54.2799987792969,NA,NA,10.4099998474121,549,83.9496688842773,1,"6-18","Other"
2005,10,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$12,788,911",12788911,8,1,1,13380.5302734375,2514,54.2799987792969,40.5999984741211,8.89999961853027,10.4099998474121,549,83.9496688842773,1,"6-18","Megalops atlanticus"
