"year","mes","ermy","z","salimp","esfuerzo","day","fecha","ermyimp","zimp","eimp","mes1","rsal","rsallab"
2007,6,11.2922716140747,16.2725391387939,7.98999977111816,563,1,2007-06-01,11.2922716140747,16.2725391387939,563,"Jun",1,"6-18"
2007,7,13.9503536224365,21.8390464782715,1.8400000333786,587,1,2007-07-01,13.9503536224365,21.8390464782715,587,"Jul",0,"0-5"
2007,8,20.9848175048828,19.7371406555176,1.88999998569489,626,1,2007-08-01,20.9848175048828,19.7371406555176,626,"Aug",0,"0-5"
2007,9,21.0714244842529,22.1255626678467,1.4099999666214,663,1,2007-09-01,21.0714244842529,22.1255626678467,663,"Sept",0,"0-5"
2007,10,29.7027626037598,28.0410308837891,0.939999997615814,720,1,2007-10-01,29.7027626037598,28.0410308837891,720,"Oct",0,"0-5"
2007,11,16.3434257507324,24.6845188140869,0.28999999165535,602,1,2007-11-01,16.3434257507324,24.6845188140869,602,"Nov",0,"0-5"
2007,12,29.0788459777832,33.9325523376465,0.28999999165535,635,1,2007-12-01,29.0788459777832,33.9325523376465,635,"Dec",0,"0-5"
2008,1,22.6356334686279,30.4962463378906,1.07999999821186,557,1,2008-01-01,22.6356334686279,30.4962463378906,557,"Jan",0,"0-5"
2008,2,28.7317810058594,37.0647506713867,1.87000000476837,440,1,2008-02-01,28.7317810058594,37.0647506713867,440,"Feb",0,"0-5"
2008,3,18.1075611114502,22.5052146911621,4.55999994277954,535,1,2008-03-01,18.1075611114502,22.5052146911621,535,"Mar",0,"0-5"
2008,4,17.8162708282471,23.6485843658447,10.3299999237061,508,1,2008-04-01,17.8162708282471,23.6485843658447,508,"Apr",1,"6-18"
2008,5,11.3538398742676,19.8334121704102,15.6899995803833,504,1,2008-05-01,11.3538398742676,19.8334121704102,504,"May",1,"6-18"
2008,6,12.8524045944214,22.8385429382324,16.9300003051758,515,1,2008-06-01,12.8524045944214,22.8385429382324,515,"Jun",1,"6-18"
2008,7,11.5203971862793,20.2706909179688,14.2600002288818,520,1,2008-07-01,11.5203971862793,20.2706909179688,520,"Jul",1,"6-18"
2008,8,14.7232627868652,23.7663764953613,8.09000015258789,549,1,2008-08-01,14.7232627868652,23.7663764953613,549,"Aug",1,"6-18"
2008,9,8.93936920166016,15.1646289825439,3.69000005722046,512,1,2008-09-01,8.93936920166016,15.1646289825439,512,"Sept",0,"0-5"
2008,10,15.9702939987183,25.4102401733398,1.30999994277954,539,1,2008-10-01,15.9702939987183,25.4102401733398,539,"Oct",0,"0-5"
2008,11,16.2132511138916,24.2032032012939,0.689999997615814,587,1,2008-11-01,16.2132511138916,24.2032032012939,587,"Nov",0,"0-5"
2008,12,13.9880809783936,21.4576778411865,0.569999992847443,693,1,2008-12-01,13.9880809783936,21.4576778411865,693,"Dec",0,"0-5"
2009,1,NA,NA,1.36000004410744,NA,1,2009-01-01,15.4118394291719,22.2940724727782,609.182549697252,"Jan",0,"0-5"
2009,2,13.8061723709106,21.2380561828613,2.15000009536743,540,1,2009-02-01,13.8061723709106,21.2380561828613,540,"Feb",0,"0-5"
2009,3,15.5723552703857,25.4724426269531,4.46000003814697,589,1,2009-03-01,15.5723552703857,25.4724426269531,589,"Mar",0,"0-5"
2009,4,23.3787975311279,33.8806991577148,9.98999977111816,527,1,2009-04-01,23.3787975311279,33.8806991577148,527,"Apr",1,"6-18"
2009,5,25.3270015716553,35.9504699707031,13.1599998474121,703,1,2009-05-01,25.3270015716553,35.9504699707031,703,"May",1,"6-18"
2009,6,18.8812236785889,25.8283271789551,12.7399997711182,788,1,2009-06-01,18.8812236785889,25.8283271789551,788,"Jun",1,"6-18"
2009,7,13.8479413986206,20.4683303833008,15.5799999237061,767,1,2009-07-01,13.8479413986206,20.4683303833008,767,"Jul",1,"6-18"
2009,8,12.5864925384521,16.7290725708008,18.0499992370605,571,1,2009-08-01,12.5864925384521,16.7290725708008,571,"Aug",1,"6-18"
2009,9,18.1307239532471,32.3009147644043,17.6399993896484,668,1,2009-09-01,18.1307239532471,32.3009147644043,668,"Sept",1,"6-18"
2009,10,18.4663238525391,34.8840522766113,20.8199996948242,698,1,2009-10-01,18.4663238525391,34.8840522766113,698,"Oct",2,"19-30"
2009,11,15.6983375549316,38.482063293457,16.8299999237061,1388,1,2009-11-01,15.6983375549316,38.482063293457,1388,"Nov",1,"6-18"
2009,12,21.8319072723389,48.5664443969727,16.4899997711182,1412,1,2009-12-01,21.8319072723389,48.5664443969727,1412,"Dec",1,"6-18"
2010,1,NA,NA,21.6400003433228,NA,1,2010-01-01,22.3419764507839,51.3339910771527,1333.17376652554,"Jan",2,"19-30"
2010,2,25.6572036743164,54.9138450622559,26.7900009155273,1269,1,2010-02-01,25.6572036743164,54.9138450622559,1269,"Feb",2,"19-30"
2010,3,25.7329540252686,63.5978736877441,30.7600002288818,1350,1,2010-03-01,25.7329540252686,63.5978736877441,1350,"Mar",2,"19-30"
2010,4,NA,NA,32.5699996948242,NA,1,2010-04-01,24.7319833365475,58.5073187135442,1397.07121991962,"Apr",3,">30"
2010,5,NA,NA,29.4599990844727,NA,1,2010-05-01,24.8641341928764,56.1893083758392,1445.29391175069,"May",2,"19-30"
2010,6,NA,NA,13.6199998855591,NA,1,2010-06-01,24.9962850492054,53.8712980381341,1493.51660358177,"Jun",1,"6-18"
2010,7,21.6903495788574,48.6472473144531,13.8500003814697,1550,1,2010-07-01,21.6903495788574,48.6472473144531,1550,"Jul",1,"6-18"
2010,8,29.7189521789551,57.9333190917969,8.90999984741211,1550,1,2010-08-01,29.7189521789551,57.9333190917969,1550,"Aug",1,"6-18"
2010,9,37.6357078552246,69.0493850708008,3.05999994277954,1778,1,2010-09-01,37.6357078552246,69.0493850708008,1778,"Sept",0,"0-5"
2010,10,22.6218948364258,43.7149200439453,0.720000028610229,1138,1,2010-10-01,22.6218948364258,43.7149200439453,1138,"Oct",0,"0-5"
2010,11,17.0579891204834,30.084493637085,0.170000001788139,1238,1,2010-11-01,17.0579891204834,30.084493637085,1238,"Nov",0,"0-5"
2010,12,8.38150215148926,13.1619215011597,0.129999995231628,567,1,2010-12-01,8.38150215148926,13.1619215011597,567,"Dec",0,"0-5"
2011,1,NA,NA,0.544999986886978,NA,1,2011-01-01,13.8091687311201,16.7548400617517,652.283803505341,"Jan",0,"0-5"
2011,2,9.55936527252197,14.089409828186,0.959999978542328,560,1,2011-02-01,9.55936527252197,14.089409828186,560,"Feb",0,"0-5"
2011,3,13.025764465332,16.3853874206543,2.3199999332428,802,1,2011-03-01,13.025764465332,16.3853874206543,802,"Mar",0,"0-5"
2011,4,19.9865303039551,45.2945938110352,7.69000005722046,655,1,2011-04-01,19.9865303039551,45.2945938110352,655,"Apr",1,"6-18"
2011,5,13.8560943603516,25.6717681884766,5.6100001335144,407,1,2011-05-01,13.8560943603516,25.6717681884766,407,"May",0,"0-5"
2011,6,13.6099147796631,21.3994464874268,1.04999995231628,397,1,2011-06-01,13.6099147796631,21.3994464874268,397,"Jun",0,"0-5"
2011,7,13.7918300628662,28.6736240386963,0.540000021457672,458,1,2011-07-01,13.7918300628662,28.6736240386963,458,"Jul",0,"0-5"
2011,8,13.6565341949463,22.3461875915527,0.449999988079071,391,1,2011-08-01,13.6565341949463,22.3461875915527,391,"Aug",0,"0-5"
2011,9,24.3606719970703,28.0556335449219,0.600000023841858,520,1,2011-09-01,24.3606719970703,28.0556335449219,520,"Sept",0,"0-5"
2011,10,14.8229532241821,20.6765632629395,0.670000016689301,425,1,2011-10-01,14.8229532241821,20.6765632629395,425,"Oct",0,"0-5"
2011,11,10.6951951980591,22.5910758972168,0.449999988079071,260,1,2011-11-01,10.6951951980591,22.5910758972168,260,"Nov",0,"0-5"
2011,12,12.0385103225708,22.0825958251953,0.270000010728836,416,1,2011-12-01,12.0385103225708,22.0825958251953,416,"Dec",0,"0-5"
2012,1,NA,NA,1.03499998152256,NA,1,2012-01-01,11.7528118529808,18.6232583471763,387.852540833962,"Jan",0,"0-5"
2012,2,8.88154029846191,13.2161254882812,1.79999995231628,364,1,2012-02-01,8.88154029846191,13.2161254882812,364,"Feb",0,"0-5"
2012,3,12.074836730957,22.9308395385742,3.58999991416931,464,1,2012-03-01,12.074836730957,22.9308395385742,464,"Mar",0,"0-5"
2012,4,8.93302726745605,16.0482883453369,6.65000009536743,473,1,2012-04-01,8.93302726745605,16.0482883453369,473,"Apr",1,"6-18"
2012,5,12.0224781036377,21.4384098052979,3.83999991416931,390,1,2012-05-01,12.0224781036377,21.4384098052979,390,"May",0,"0-5"
2012,6,14.9800395965576,24.7047958374023,3.50999999046326,390,1,2012-06-01,14.9800395965576,24.7047958374023,390,"Jun",0,"0-5"
2012,7,20.9162425994873,29.9656410217285,2.78999996185303,390,1,2012-07-01,20.9162425994873,29.9656410217285,390,"Jul",0,"0-5"
2012,8,27.6323108673096,31.3524570465088,5.05999994277954,529,1,2012-08-01,27.6323108673096,31.3524570465088,529,"Aug",0,"0-5"
2012,9,36.7508277893066,38.9868431091309,4.15999984741211,450,1,2012-09-01,36.7508277893066,38.9868431091309,450,"Sept",0,"0-5"
2012,10,23.1962451934814,20.6248054504395,5.78000020980835,464,1,2012-10-01,23.1962451934814,20.6248054504395,464,"Oct",0,"0-5"
2012,11,14.4616374969482,19.4293270111084,1.77999997138977,520,1,2012-11-01,14.4616374969482,19.4293270111084,520,"Nov",0,"0-5"
2012,12,13.3208484649658,19.9992504119873,2.11999988555908,400,1,2012-12-01,13.3208484649658,19.9992504119873,400,"Dec",0,"0-5"
2013,1,NA,NA,5.59999990463257,NA,1,2013-01-01,16.8116693012554,19.9954422045503,474.270772624838,"Jan",0,"0-5"
2013,2,NA,NA,11.0299997329712,NA,1,2013-02-01,16.7768815530299,19.9099532796012,515.986366992052,"Feb",1,"6-18"
2013,3,11.094672203064,17.6863098144531,19,580,1,2013-03-01,11.094672203064,17.6863098144531,580,"Mar",2,"19-30"
2013,4,26.0043182373047,26.6083278656006,18.8099994659424,520,1,2013-04-01,26.0043182373047,26.6083278656006,520,"Apr",1,"6-18"
2013,5,17.6225872039795,29.4460563659668,19.0400009155273,520,1,2013-05-01,17.6225872039795,29.4460563659668,520,"May",2,"19-30"
2013,6,18.0284576416016,31.4848918914795,19.0799999237061,550,1,2013-06-01,18.0284576416016,31.4848918914795,550,"Jun",2,"19-30"
2013,7,20.2319564819336,33.055835723877,21.8600006103516,667,1,2013-07-01,20.2319564819336,33.055835723877,667,"Jul",2,"19-30"
2013,8,23.6517524719238,39.6494483947754,21.4500007629395,646,1,2013-08-01,23.6517524719238,39.6494483947754,646,"Aug",2,"19-30"
2013,9,20.9668560028076,39.6915664672852,19.4500007629395,619,1,2013-09-01,20.9668560028076,39.6915664672852,619,"Sept",2,"19-30"
2013,10,18.2124118804932,32.2428741455078,9.92000007629395,560,1,2013-10-01,18.2124118804932,32.2428741455078,560,"Oct",1,"6-18"
2013,11,21.3729648590088,40.7578811645508,7.34999990463257,900,1,2013-11-01,21.3729648590088,40.7578811645508,900,"Nov",1,"6-18"
2013,12,20.2429790496826,46.7868385314941,5.71000003814697,648,1,2013-12-01,20.2429790496826,46.7868385314941,648,"Dec",0,"0-5"
2014,1,20.2142734527588,45.7413482666016,14.2299995422363,653,1,2014-01-01,20.2142734527588,45.7413482666016,653,"Jan",1,"6-18"
2014,2,20.7779693603516,41.667106628418,19.2999992370605,560,1,2014-02-01,20.7779693603516,41.667106628418,560,"Feb",2,"19-30"
2014,3,18.6254997253418,39.2812957763672,23.6499996185303,548,1,2014-03-01,18.6254997253418,39.2812957763672,548,"Mar",2,"19-30"
2014,4,22.0627040863037,37.6554565429688,28.8899993896484,451,1,2014-04-01,22.0627040863037,37.6554565429688,451,"Apr",2,"19-30"
2014,5,21.5631275177002,33.4410934448242,26.4599990844727,668,1,2014-05-01,21.5631275177002,33.4410934448242,668,"May",2,"19-30"
2014,6,27.6435108184814,38.4783477783203,27.0900001525879,600,1,2014-06-01,27.6435108184814,38.4783477783203,600,"Jun",2,"19-30"
2014,7,25.0383319854736,39.2681579589844,28.7399997711182,847,1,2014-07-01,25.0383319854736,39.2681579589844,847,"Jul",2,"19-30"
2014,8,39.156421661377,50.4090995788574,33.7000007629395,809,1,2014-08-01,39.156421661377,50.4090995788574,809,"Aug",3,">30"
2014,9,36.7923698425293,60.8005638122559,35.0699996948242,900,1,2014-09-01,36.7923698425293,60.8005638122559,900,"Sept",3,">30"
2014,10,26.8843021392822,43.5380020141602,27.2299995422363,1023,1,2014-10-01,26.8843021392822,43.5380020141602,1023,"Oct",2,"19-30"
2014,11,24.2601947784424,41.3155364990234,22.0799999237061,900,1,2014-11-01,24.2601947784424,41.3155364990234,900,"Nov",2,"19-30"
2014,12,21.8352203369141,39.0587959289551,17.4799995422363,930,1,2014-12-01,21.8352203369141,39.0587959289551,930,"Dec",1,"6-18"
2015,1,NA,NA,17.7600002288818,NA,1,2015-01-01,24.2878210669918,37.4590408947639,861.031784791008,"Jan",1,"6-18"
2015,2,21.2905330657959,32.7556686401367,22.4500007629395,750,1,2015-02-01,21.2905330657959,32.7556686401367,750,"Feb",2,"19-30"
2015,3,26.4681396484375,44.4890289306641,34.4099998474121,847,1,2015-03-01,26.4681396484375,44.4890289306641,847,"Mar",3,">30"
2015,4,32.4564552307129,41.1621856689453,31.1599998474121,1439,1,2015-04-01,32.4564552307129,41.1621856689453,1439,"Apr",3,">30"
2015,5,20.1991729736328,36.0020866394043,37.3300018310547,1400,1,2015-05-01,20.1991729736328,36.0020866394043,1400,"May",3,">30"
2015,6,21.2114715576172,36.5599784851074,31.1299991607666,1800,1,2015-06-01,21.2114715576172,36.5599784851074,1800,"Jun",3,">30"
2015,7,21.8547554016113,36.2748603820801,34.0200004577637,1860,1,2015-07-01,21.8547554016113,36.2748603820801,1860,"Jul",3,">30"
2015,8,22.429126739502,35.2666931152344,31.7199993133545,1953,1,2015-08-01,22.429126739502,35.2666931152344,1953,"Aug",3,">30"
2015,9,20.0460014343262,28.1536388397217,39.5499992370605,2028,1,2015-09-01,20.0460014343262,28.1536388397217,2028,"Sept",3,">30"
2015,10,22.3784446716309,37.242488861084,35.5299987792969,2100,1,2015-10-01,22.3784446716309,37.242488861084,2100,"Oct",3,">30"
2015,11,18.0326023101807,31.5305328369141,29.9400005340576,1785,1,2015-11-01,18.0326023101807,31.5305328369141,1785,"Nov",2,"19-30"
2015,12,17.9044628143311,27.919900894165,28.3799991607666,2046,1,2015-12-01,17.9044628143311,27.919900894165,2046,"Dec",2,"19-30"
2016,1,24.4053993225098,32.4122428894043,38.9500007629395,1620,1,2016-01-01,24.4053993225098,32.4122428894043,1620,"Jan",3,">30"
2016,2,29.6518421173096,48.0754776000977,40.4000015258789,2430,1,2016-02-01,29.6518421173096,48.0754776000977,2430,"Feb",3,">30"
2016,3,25.4339981079102,43.5878105163574,43.1100006103516,2549,1,2016-03-01,25.4339981079102,43.5878105163574,2549,"Mar",3,">30"
2016,4,11.6296691894531,20.0137310028076,43.5200004577637,2324,1,2016-04-01,11.6296691894531,20.0137310028076,2324,"Apr",3,">30"
2016,5,7.25008821487427,12.4129467010498,42.9599990844727,2324,1,2016-05-01,7.25008821487427,12.4129467010498,2324,"May",3,">30"
2016,6,19.318286895752,24.4157905578613,38.75,2324,1,2016-06-01,19.318286895752,24.4157905578613,2324,"Jun",3,">30"
2016,7,22.9520015716553,31.1520233154297,42.0299987792969,2697,1,2016-07-01,22.9520015716553,31.1520233154297,2697,"Jul",3,">30"
2016,8,18.4500293731689,34.4908332824707,36.9900016784668,2736,1,2016-08-01,18.4500293731689,34.4908332824707,2736,"Aug",3,">30"
2016,9,10.8452405929565,16.2792263031006,36.0400009155273,1755,1,2016-09-01,10.8452405929565,16.2792263031006,1755,"Sept",3,">30"
2016,10,12.1342754364014,15.798807144165,20.9300003051758,1526,1,2016-10-01,12.1342754364014,15.798807144165,1526,"Oct",2,"19-30"
2016,11,NA,NA,15.6899995803833,NA,1,2016-11-01,20.7773297127413,22.0954801039001,1572.90245920504,"Nov",1,"6-18"
2016,12,21.0042915344238,24.3041591644287,13.4300003051758,1508,1,2016-12-01,21.0042915344238,24.3041591644287,1508,"Dec",1,"6-18"
2017,1,48.0734558105469,38.2830352783203,10.6899995803833,1645,1,2017-01-01,48.0734558105469,38.2830352783203,1645,"Jan",1,"6-18"
2017,2,25.637336730957,41.5216636657715,10.8500003814697,1625,1,2017-02-01,25.637336730957,41.5216636657715,1625,"Feb",1,"6-18"
2017,3,19.7964839935303,38.1822509765625,15.7200002670288,1566,1,2017-03-01,19.7964839935303,38.1822509765625,1566,"Mar",1,"6-18"
2017,4,18.4989891052246,36.132999420166,13.8900003433228,1400,1,2017-04-01,18.4989891052246,36.132999420166,1400,"Apr",1,"6-18"
2017,5,14.4302492141724,28.3787040710449,12.6400003433228,1484,1,2017-05-01,14.4302492141724,28.3787040710449,1484,"May",1,"6-18"
2017,6,15.1670980453491,28.4233551025391,11.6099996566772,1764,1,2017-06-01,15.1670980453491,28.4233551025391,1764,"Jun",1,"6-18"
2017,7,16.1724376678467,27.2050590515137,9.09000015258789,1740,1,2017-07-01,16.1724376678467,27.2050590515137,1740,"Jul",1,"6-18"
2017,8,17.4792785644531,29.0919971466064,5.80000019073486,1450,1,2017-08-01,17.4792785644531,29.0919971466064,1450,"Aug",0,"0-5"
2017,9,21.2974624633789,29.6332855224609,4.30000019073486,1367,1,2017-09-01,21.2974624633789,29.6332855224609,1367,"Sept",0,"0-5"
2017,10,21.7214698791504,27.398099899292,3.3199999332428,1053,1,2017-10-01,21.7214698791504,27.398099899292,1053,"Oct",0,"0-5"
2017,11,18.2682132720947,32.3389854431152,2.95000004768372,1080,1,2017-11-01,18.2682132720947,32.3389854431152,1080,"Nov",0,"0-5"
2017,12,17.3984146118164,24.4458332061768,2.09999990463257,1200,1,2017-12-01,17.3984146118164,24.4458332061768,1200,"Dec",0,"0-5"
2018,1,12.4094324111938,24.0805759429932,2.21000003814697,870,1,2018-01-01,12.4094324111938,24.0805759429932,870,"Jan",0,"0-5"
2018,2,13.7713050842285,28.2370834350586,2.9300000667572,720,1,2018-02-01,13.7713050842285,28.2370834350586,720,"Feb",0,"0-5"
2018,3,12.6871089935303,21.7890796661377,6.28000020980835,870,1,2018-03-01,12.6871089935303,21.7890796661377,870,"Mar",1,"6-18"
2018,4,19.9335174560547,27.4480724334717,10.7600002288818,857,1,2018-04-01,19.9335174560547,27.4480724334717,857,"Apr",1,"6-18"
